customer_id,email,first_name,last_name,age,gender,annual_income,marital_status,education,location_type,city,state,country,signup_date,last_login,preferred_channel,is_active
1000048,anthonykaiser@example.org,Elizabeth,Smith,49,F,72831,Married,PhD,Rural,Kellyberg,Tennessee,USA,2025-09-06 16:28:57.858883,2025-09-10 16:28:57.858883,Mobile App,True
1000049,nicholasthompson@example.org,Charles,Herrera,45,F,57962,Married,Master,Rural,North Cynthia,New York,USA,2025-08-19 16:28:57.858883,2025-08-23 16:28:57.858883,Web,True
1000050,mathiselizabeth@example.net,Meghan,Castillo,23,M,52380,Widowed,Some College,Urban,Diazshire,Arizona,USA,2025-09-03 16:28:57.858883,2025-09-07 16:28:57.858883,Email,True
1000051,ddouglas@example.org,Valerie,Craig,39,Other,40931,Widowed,Bachelor,Rural,South Emmahaven,New Hampshire,USA,2025-08-28 16:28:57.858883,2025-08-28 16:28:57.858883,Web,True
1000052,jmiller@example.net,Jeffrey,Oconnor,42,M,77121,Single,Master,Urban,South Erika,California,USA,2025-09-07 16:28:57.858883,2025-09-07 16:28:57.858883,Email,True
1000053,marilyngomez@example.org,Stephanie,Thomas,73,Other,70237,Single,PhD,Suburban,Danielland,Nevada,USA,2025-09-09 16:28:57.858883,2025-09-09 16:28:57.858883,Web,True
1000054,jesusarroyo@example.com,Thomas,Gregory,48,Other,62766,Divorced,Some College,Urban,Ronaldside,Washington,USA,2025-09-09 16:28:57.858883,2025-09-12 16:28:57.858883,Email,True
1000055,lisaho@example.net,Amy,Hanna,18,Other,64204,Married,Master,Suburban,Jamieview,Rhode Island,USA,2025-09-04 16:28:57.858883,2025-09-05 16:28:57.858883,Email,False
1000056,jennifer51@example.org,Lisa,Rogers,45,Other,138897,Single,PhD,Urban,Joshuatown,Alabama,USA,2025-09-11 16:28:57.858883,2025-09-12 16:28:57.858883,Web,True
1000057,frankhorton@example.net,Michael,Gonzales,42,M,74046,Married,Bachelor,Suburban,Dayshire,Kansas,USA,2025-08-25 16:28:57.858883,2025-08-25 16:28:57.858883,Web,False
1000058,hernandezjohn@example.com,Christopher,Lopez,44,M,29939,Widowed,High School,Suburban,Lake Elizabeth,New Mexico,USA,2025-08-29 16:28:57.858883,2025-08-31 16:28:57.858883,Web,True
1000059,jameslawson@example.com,Steven,Jones,62,M,87557,Married,Master,Suburban,Barnesberg,Idaho,USA,2025-08-29 16:28:57.858883,2025-09-03 16:28:57.858883,Mobile App,True
1000060,susan67@example.net,Brent,Olson,56,M,37718,Divorced,High School,Urban,South Micheal,Wyoming,USA,2025-08-30 16:28:57.858883,2025-08-31 16:28:57.858883,Email,True
1000061,staceygrimes@example.org,Stacy,Brown,66,M,22944,Divorced,Bachelor,Suburban,New Julie,Michigan,USA,2025-08-25 16:28:57.858883,2025-08-25 16:28:57.858883,Email,True
1000062,william88@example.com,Russell,Marsh,53,Other,130713,Divorced,High School,Urban,East Bryan,Nevada,USA,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883,Email,False
1000063,wrodriguez@example.com,Jennifer,Gray,30,Other,48011,Married,Some College,Suburban,New Davidshire,Minnesota,USA,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883,Web,True
1000064,edwardcosta@example.net,Lauren,Gutierrez,46,M,49895,Married,High School,Rural,North Dannymouth,Vermont,USA,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883,Email,True
1000065,lynndominguez@example.org,William,Wright,21,F,67056,Married,High School,Suburban,South Williamburgh,Mississippi,USA,2025-09-05 16:28:57.858883,2025-09-07 16:28:57.858883,Email,True
1000066,uwhite@example.net,Michael,Lin,29,Other,79207,Widowed,Master,Rural,Port Marymouth,Utah,USA,2025-09-04 16:28:57.858883,2025-09-07 16:28:57.858883,Mobile App,True
1000067,leslie45@example.org,Kevin,Mitchell,31,M,111498,Divorced,Master,Urban,Jerryshire,Vermont,USA,2025-09-05 16:28:57.858883,2025-09-06 16:28:57.858883,Email,True
1000068,robertsims@example.org,Melissa,Hernandez,33,M,55338,Married,Master,Suburban,South Michaeltown,Alabama,USA,2025-08-26 16:28:57.858883,2025-08-28 16:28:57.858883,Mobile App,True
1000069,williamsimon@example.com,Amber,Phillips,57,F,28074,Single,PhD,Suburban,Bowmanshire,South Dakota,USA,2025-08-21 16:28:57.858883,2025-08-23 16:28:57.858883,Mobile App,True
1000070,rebecca22@example.com,Andrew,Jordan,48,Other,104214,Single,Master,Urban,Ashleyberg,New Hampshire,USA,2025-09-02 16:28:57.858883,2025-09-04 16:28:57.858883,Web,True
1000071,kschwartz@example.net,Curtis,Callahan,20,F,70539,Divorced,PhD,Rural,Petersonland,Iowa,USA,2025-09-05 16:28:57.858883,2025-09-09 16:28:57.858883,Email,True
1000072,robleschristopher@example.com,David,Elliott,48,M,88454,Divorced,Master,Urban,Port Kaitlynshire,Indiana,USA,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883,Mobile App,True
1000073,reginaadkins@example.net,Mallory,Castillo,26,F,25386,Divorced,Some College,Suburban,Alexandrafort,Vermont,USA,2025-09-07 16:28:57.858883,2025-09-12 16:28:57.858883,Web,False
1000074,ian81@example.com,Evan,Lopez,52,Other,73909,Divorced,Some College,Suburban,Andrewview,Vermont,USA,2025-08-22 16:28:57.858883,2025-08-22 16:28:57.858883,Email,True
1000075,donthomas@example.net,Lee,Holt,48,Other,75393,Single,Master,Suburban,North Danaland,Missouri,USA,2025-08-16 16:28:57.858883,2025-08-17 16:28:57.858883,Email,True
1000076,cory06@example.com,Carol,West,34,Other,71967,Divorced,PhD,Rural,West Angelachester,Nevada,USA,2025-09-07 16:28:57.858883,2025-09-07 16:28:57.858883,Web,True
1000077,scott79@example.org,Robert,Blackburn,49,Other,43569,Widowed,Bachelor,Suburban,New Jacqueline,Missouri,USA,2025-08-24 16:28:57.858883,2025-08-27 16:28:57.858883,Web,True
1000078,jamesmarc@example.net,Lisa,Owens,72,F,79214,Single,Bachelor,Suburban,Arnoldmouth,Nebraska,USA,2025-08-19 16:28:57.858883,2025-08-22 16:28:57.858883,Web,True
1000079,tsampson@example.org,Christopher,Taylor,27,F,84696,Widowed,Some College,Rural,Watsonbury,North Carolina,USA,2025-09-08 16:28:57.858883,2025-09-12 16:28:57.858883,Web,True
1000080,cardenaschristina@example.net,Cody,Maxwell,30,M,88612,Widowed,Bachelor,Urban,South Reneeborough,Arizona,USA,2025-08-24 16:28:57.858883,2025-08-28 16:28:57.858883,Mobile App,False
1000081,qgarcia@example.org,Nancy,Spears,62,M,40379,Divorced,High School,Urban,North Jacobmouth,Georgia,USA,2025-08-27 16:28:57.858883,2025-08-31 16:28:57.858883,Mobile App,False
1000082,kimberlyhill@example.org,Gary,Lane,59,Other,77383,Divorced,Bachelor,Suburban,Danieltown,Iowa,USA,2025-08-19 16:28:57.858883,2025-08-22 16:28:57.858883,Mobile App,True
1000083,alison25@example.net,Steven,Wall,57,F,121903,Single,Master,Suburban,Krystalland,South Dakota,USA,2025-08-27 16:28:57.858883,2025-08-29 16:28:57.858883,Email,True
1000084,williambailey@example.org,Nancy,Barnes,41,M,42387,Divorced,PhD,Urban,West Michelle,West Virginia,USA,2025-08-29 16:28:57.858883,2025-09-03 16:28:57.858883,Web,True
1000085,yhall@example.org,Elizabeth,Evans,31,M,40525,Single,Bachelor,Rural,Morganmouth,Arizona,USA,2025-08-18 16:28:57.858883,2025-08-18 16:28:57.858883,Email,True
1000086,thomasjennifer@example.com,Jennifer,Stevens,43,M,75234,Divorced,PhD,Urban,Chenland,West Virginia,USA,2025-09-08 16:28:57.858883,2025-09-08 16:28:57.858883,Email,True
1000087,jonesrobert@example.com,Alexandra,Mcguire,49,M,89815,Single,Bachelor,Urban,Lake Christine,Oregon,USA,2025-09-05 16:28:57.858883,2025-09-05 16:28:57.858883,Mobile App,True
1000088,gibbsivan@example.net,Sherry,Woods,45,F,108606,Married,Some College,Rural,Wyattfort,Hawaii,USA,2025-08-25 16:28:57.858883,2025-08-28 16:28:57.858883,Mobile App,True
1000089,john08@example.com,Andrew,Sullivan,41,Other,146605,Widowed,Master,Rural,Port Timothystad,North Carolina,USA,2025-09-03 16:28:57.858883,2025-09-04 16:28:57.858883,Web,True
1000090,richard88@example.com,Elizabeth,Ponce,54,F,39285,Widowed,Bachelor,Suburban,Olivermouth,Maine,USA,2025-09-06 16:28:57.858883,2025-09-10 16:28:57.858883,Email,True
1000091,tracyrojas@example.org,Natasha,Alvarez,28,F,79474,Single,Bachelor,Rural,Paynefort,Indiana,USA,2025-09-11 16:28:57.858883,2025-09-13 16:28:57.858883,Web,True
1000092,sandracampos@example.com,Tina,Alexander,41,Other,86420,Single,High School,Suburban,Michaelborough,New Jersey,USA,2025-08-21 16:28:57.858883,2025-08-22 16:28:57.858883,Web,True
1000093,andrea99@example.org,Mark,Fisher,52,F,62815,Widowed,Some College,Suburban,East Bethanychester,Florida,USA,2025-08-23 16:28:57.858883,2025-08-24 16:28:57.858883,Web,True
1000094,cartermatthew@example.org,Jeremy,Smith,32,Other,19554,Divorced,Bachelor,Rural,Joseburgh,New Mexico,USA,2025-08-18 16:28:57.858883,2025-08-22 16:28:57.858883,Mobile App,True
1000095,megan16@example.net,Kristine,Williams,38,M,90691,Married,Some College,Suburban,Wilsonhaven,Missouri,USA,2025-08-17 16:28:57.858883,2025-08-21 16:28:57.858883,Mobile App,True
1000096,patricia33@example.com,Lucas,Sparks,48,Other,27627,Married,Master,Urban,Ericaburgh,New York,USA,2025-08-17 16:28:57.858883,2025-08-21 16:28:57.858883,Web,True
1000097,matthew91@example.org,Jeffery,Griffin,47,F,76559,Single,Some College,Suburban,Rachelport,Michigan,USA,2025-09-08 16:28:57.858883,2025-09-13 16:28:57.858883,Web,True
1000098,carlsonshawn@example.com,Jeremy,Smith,31,F,69611,Married,Bachelor,Urban,Flynnbury,Nevada,USA,2025-09-06 16:28:57.858883,2025-09-06 16:28:57.858883,Mobile App,True
1000099,wthomas@example.com,Brandon,James,45,F,30710,Single,PhD,Urban,East Carolyntown,Delaware,USA,2025-08-30 16:28:57.858883,2025-09-01 16:28:57.858883,Mobile App,True
1000100,jane83@example.net,Heather,Brown,50,Other,81823,Widowed,PhD,Suburban,Scottborough,Alaska,USA,2025-09-09 16:28:57.858883,2025-09-12 16:28:57.858883,Web,True
1000101,scottcastillo@example.net,John,Marsh,61,M,96614,Widowed,Master,Urban,Deborahton,North Dakota,USA,2025-09-02 16:28:57.858883,2025-09-02 16:28:57.858883,Mobile App,True
1000102,nuneztiffany@example.com,Jeremy,Mccall,24,F,36865,Widowed,PhD,Suburban,Longberg,Michigan,USA,2025-09-08 16:28:57.858883,2025-09-12 16:28:57.858883,Web,True
1000103,jimowens@example.org,Gregory,Carpenter,52,M,80413,Married,High School,Urban,Amberview,West Virginia,USA,2025-08-24 16:28:57.858883,2025-08-25 16:28:57.858883,Web,True
1000104,bradytanya@example.net,Ashley,Morton,52,Other,180581,Single,Bachelor,Urban,Wadefurt,Indiana,USA,2025-09-06 16:28:57.858883,2025-09-06 16:28:57.858883,Email,True
1000105,vsimmons@example.net,Joanne,Hansen,53,F,99066,Single,Some College,Rural,Copelandchester,Wisconsin,USA,2025-09-01 16:28:57.858883,2025-09-04 16:28:57.858883,Email,True
1000106,carol04@example.net,Robert,Cooper,59,M,84541,Divorced,Bachelor,Rural,Allenland,Connecticut,USA,2025-09-07 16:28:57.858883,2025-09-08 16:28:57.858883,Email,True
1000107,dlewis@example.org,Casey,Smith,40,M,87769,Widowed,Bachelor,Rural,South Harrymouth,New Mexico,USA,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883,Web,True
1000108,kennethkane@example.net,Victoria,Adkins,33,M,57895,Married,Bachelor,Suburban,West Michelleland,South Dakota,USA,2025-08-23 16:28:57.858883,2025-08-23 16:28:57.858883,Web,True
1000109,nelsonrobert@example.net,Janet,Garcia,37,F,67456,Divorced,High School,Urban,Port Ronald,Michigan,USA,2025-08-23 16:28:57.858883,2025-08-26 16:28:57.858883,Mobile App,True
1000110,kathleendoyle@example.com,Brooke,Pratt,79,M,15000,Divorced,Master,Rural,Haynestown,Missouri,USA,2025-09-08 16:28:57.858883,2025-09-13 16:28:57.858883,Web,True
1000111,tyler76@example.net,Robert,Morton,55,M,16618,Single,High School,Rural,Port Donald,South Dakota,USA,2025-09-06 16:28:57.858883,2025-09-09 16:28:57.858883,Email,True
1000112,yowen@example.org,Anthony,Livingston,37,Other,97668,Married,Some College,Urban,East Krystal,Missouri,USA,2025-08-18 16:28:57.858883,2025-08-19 16:28:57.858883,Web,True
1000113,zfrancis@example.com,Brenda,Franco,45,F,32667,Widowed,Bachelor,Rural,West Andrew,Florida,USA,2025-08-21 16:28:57.858883,2025-08-23 16:28:57.858883,Mobile App,True
1000114,michaelwilliams@example.org,Danny,Jones,34,F,85387,Single,Bachelor,Suburban,East Tammyland,Nevada,USA,2025-09-05 16:28:57.858883,2025-09-07 16:28:57.858883,Email,True
1000115,daniel41@example.com,Richard,Long,34,Other,71493,Widowed,High School,Suburban,Lake Carrieborough,Missouri,USA,2025-08-28 16:28:57.858883,2025-09-02 16:28:57.858883,Email,True
1000116,ddixon@example.org,Robert,Sanchez,45,M,45451,Widowed,Some College,Rural,Lake Lisastad,Maine,USA,2025-08-24 16:28:57.858883,2025-08-24 16:28:57.858883,Web,True
1000117,sarah89@example.com,John,Carter,77,Other,84017,Widowed,Bachelor,Urban,North Kathyfort,Oregon,USA,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883,Email,False
1000118,xhoward@example.com,Eric,Lopez,18,Other,70593,Single,Bachelor,Rural,Thompsonview,Michigan,USA,2025-08-15 16:28:57.858883,2025-08-18 16:28:57.858883,Email,True
1000119,hayeselizabeth@example.org,Rhonda,Smith,35,Other,90573,Married,Bachelor,Rural,Jenkinsport,Maine,USA,2025-08-15 16:28:57.858883,2025-08-18 16:28:57.858883,Mobile App,True
1000120,joditerry@example.net,Laura,Spencer,33,F,61557,Divorced,Bachelor,Urban,Riosshire,Delaware,USA,2025-09-01 16:28:57.858883,2025-09-05 16:28:57.858883,Web,True
1000121,patrick22@example.net,Joe,Nelson,52,Other,90972,Single,Master,Suburban,Port Nancyville,California,USA,2025-08-22 16:28:57.858883,2025-08-24 16:28:57.858883,Email,True
1000122,christophertyler@example.net,Danielle,Johnston,26,F,54964,Single,High School,Suburban,South Christopher,Missouri,USA,2025-08-19 16:28:57.858883,2025-08-21 16:28:57.858883,Email,True
1000123,charles91@example.com,Kelly,Nash,37,Other,45400,Divorced,PhD,Rural,Meganstad,Oregon,USA,2025-08-23 16:28:57.858883,2025-08-24 16:28:57.858883,Email,True
1000124,phillipssarah@example.com,Kari,Conway,71,M,77149,Divorced,High School,Suburban,Harperbury,California,USA,2025-08-29 16:28:57.858883,2025-08-31 16:28:57.858883,Web,True
1000125,rodneysnow@example.com,Brian,Mullins,26,M,92535,Single,Master,Suburban,East Christophermouth,Kentucky,USA,2025-08-18 16:28:57.858883,2025-08-22 16:28:57.858883,Web,True
1000126,craig02@example.net,Rachel,Harrell,76,M,95973,Divorced,Some College,Suburban,East Brianstad,Rhode Island,USA,2025-08-23 16:28:57.858883,2025-08-23 16:28:57.858883,Mobile App,True
1000127,prowe@example.org,Kevin,Nelson,22,Other,50472,Married,High School,Rural,Mitchellville,Arizona,USA,2025-08-28 16:28:57.858883,2025-09-02 16:28:57.858883,Mobile App,True
1000128,reginabrooks@example.net,William,Hansen,64,F,43769,Single,Bachelor,Urban,Gonzalezfort,Arizona,USA,2025-08-21 16:28:57.858883,2025-08-22 16:28:57.858883,Web,True
1000129,mariahmoore@example.com,Kelly,Rojas,51,Other,88239,Widowed,Master,Suburban,Santanaport,New Jersey,USA,2025-09-02 16:28:57.858883,2025-09-03 16:28:57.858883,Web,True
1000130,sflores@example.org,Phyllis,Olson,31,Other,63214,Divorced,Some College,Rural,Paulshire,Illinois,USA,2025-08-15 16:28:57.858883,2025-08-17 16:28:57.858883,Mobile App,True
1000131,robertsbrandon@example.org,Alicia,Bowman,18,M,34268,Married,Bachelor,Urban,Johnnyberg,New York,USA,2025-09-03 16:28:57.858883,2025-09-07 16:28:57.858883,Mobile App,True
1000132,bethjohnson@example.org,Michael,Smith,41,M,27566,Divorced,PhD,Rural,Ninaland,New Mexico,USA,2025-09-04 16:28:57.858883,2025-09-06 16:28:57.858883,Mobile App,True
1000133,susan43@example.com,Kevin,Fields,69,M,22095,Married,PhD,Suburban,Raymondberg,Alabama,USA,2025-09-01 16:28:57.858883,2025-09-04 16:28:57.858883,Email,True
1000134,leewilliam@example.com,Olivia,Carroll,38,Other,68922,Divorced,Master,Suburban,Ericborough,Montana,USA,2025-08-15 16:28:57.858883,2025-08-20 16:28:57.858883,Mobile App,True
1000135,jmills@example.com,John,Townsend,66,F,21924,Single,PhD,Urban,North Jenniferborough,South Dakota,USA,2025-08-14 16:28:57.858883,2025-08-17 16:28:57.858883,Mobile App,False
1000136,xwilliams@example.org,Denise,Anderson,62,F,65306,Married,PhD,Rural,East Steven,Michigan,USA,2025-09-09 16:28:57.858883,2025-09-13 16:28:57.858883,Mobile App,True
1000137,cynthiaflores@example.com,Scott,Brennan,30,F,78863,Single,Master,Urban,Saunderstown,Kentucky,USA,2025-08-27 16:28:57.858883,2025-08-31 16:28:57.858883,Mobile App,True
1000138,justinshepard@example.com,Ian,Bowers,47,F,46993,Single,High School,Urban,Samanthafurt,North Carolina,USA,2025-08-30 16:28:57.858883,2025-09-03 16:28:57.858883,Mobile App,True
1000139,nancy95@example.net,David,Carter,46,F,53440,Single,Bachelor,Rural,East Erika,Missouri,USA,2025-08-24 16:28:57.858883,2025-08-24 16:28:57.858883,Mobile App,True
1000140,wcooper@example.org,Cynthia,Jennings,46,M,84863,Single,Some College,Rural,South Amyhaven,Ohio,USA,2025-08-17 16:28:57.858883,2025-08-17 16:28:57.858883,Web,True
1000141,madams@example.org,Scott,Schultz,68,M,27865,Married,Some College,Suburban,Port Thomas,Delaware,USA,2025-08-14 16:28:57.858883,2025-08-17 16:28:57.858883,Email,True
1000142,rjackson@example.com,Stephen,Martinez,76,F,15000,Married,High School,Urban,Emilyville,Georgia,USA,2025-08-15 16:28:57.858883,2025-08-15 16:28:57.858883,Web,True
1000143,cynthia18@example.net,Ashley,Daniels,42,Other,82649,Single,Some College,Urban,Markhaven,Delaware,USA,2025-08-16 16:28:57.858883,2025-08-16 16:28:57.858883,Web,True
