order_id,customer_id,order_date,status,total_amount,shipping_cost,payment_method,shipping_address,billing_address,created_at,updated_at
20000020,1000009,2025-09-01 16:28:57.858883,Delivered,1369.12,10.17,Credit Card,876 Wood Canyon,905 Chang Plains Apt. 643,2025-09-01 16:28:57.858883,2025-09-03 16:28:57.858883
21000021,1000010,2025-08-29 16:28:57.858883,Delivered,1186.58,17.13,Credit Card,94853 Johnny Mission,9230 Anderson Forges Apt. 392,2025-08-29 16:28:57.858883,2025-08-29 16:28:57.858883
22000022,1000011,2025-08-19 16:28:57.858883,Delivered,5152.04,12.93,Credit Card,060 Wade Knolls Suite 237,233 Jeffrey Ridge,2025-08-19 16:28:57.858883,2025-08-20 16:28:57.858883
23000023,1000011,2025-09-01 16:28:57.858883,Delivered,1227.22,13.12,Debit Card,2300 Solis Haven,973 Jason Points Apt. 339,2025-09-01 16:28:57.858883,2025-09-02 16:28:57.858883
24000024,1000012,2025-09-04 16:28:57.858883,Delivered,2778.53,18.48,Credit Card,377 Simpson Valley Apt. 356,765 Cisneros Throughway,2025-09-04 16:28:57.858883,2025-09-06 16:28:57.858883
25000025,1000012,2025-09-04 16:28:57.858883,Delivered,987.95,12.71,PayPal,7343 Johnson Hollow Apt. 648,2704 Shannon Ville,2025-09-04 16:28:57.858883,2025-09-04 16:28:57.858883
26000026,1000012,2025-09-12 16:28:57.858883,Pending,3020.61,6.75,Credit Card,237 Brown Oval Apt. 679,657 Sabrina Lights,2025-09-12 16:28:57.858883,2025-09-12 16:28:57.858883
27000027,1000014,2025-09-11 16:28:57.858883,Processing,2270.26,15.02,Credit Card,7645 Jennifer Station Suite 316,0578 Tyler Extensions Apt. 615,2025-09-11 16:28:57.858883,2025-09-11 16:28:57.858883
28000028,1000014,2025-09-08 16:28:57.858883,Shipped,4295.71,5.99,Credit Card,5605 Hammond Street,278 Jensen Loop,2025-09-08 16:28:57.858883,2025-09-09 16:28:57.858883
29000029,1000014,2025-09-08 16:28:57.858883,Shipped,1752.55,14.1,Credit Card,7438 Robert Row Suite 422,9677 Brooks Islands,2025-09-08 16:28:57.858883,2025-09-09 16:28:57.858883
30000030,1000015,2025-09-09 16:28:57.858883,Shipped,5275.57,16.6,Debit Card,5677 Rebecca Villages Suite 175,1653 Harper Lights Apt. 129,2025-09-09 16:28:57.858883,2025-09-10 16:28:57.858883
31000031,1000016,2025-08-24 16:28:57.858883,Delivered,1376.94,7.15,Debit Card,8310 Martin Brook Suite 535,8541 Gonzalez Shores,2025-08-24 16:28:57.858883,2025-08-25 16:28:57.858883
32000032,1000016,2025-09-05 16:28:57.858883,Delivered,1053.53,5.25,PayPal,8261 Williams Springs Apt. 783,97107 Debra Camp Apt. 701,2025-09-05 16:28:57.858883,2025-09-07 16:28:57.858883
33000033,1000016,2025-09-04 16:28:57.858883,Delivered,2095.21,10.86,Debit Card,527 Curtis Burg,501 Vincent Divide Suite 066,2025-09-04 16:28:57.858883,2025-09-05 16:28:57.858883
34000034,1000017,2025-08-20 16:28:57.858883,Delivered,5821.11,17.95,Credit Card,420 Allen Hollow,2710 Wilson Burg Suite 240,2025-08-20 16:28:57.858883,2025-08-22 16:28:57.858883
35000035,1000017,2025-08-19 16:28:57.858883,Delivered,4740.49,6.38,PayPal,1276 Jones Fields Apt. 729,28378 Lara Lakes,2025-08-19 16:28:57.858883,2025-08-19 16:28:57.858883
36000036,1000017,2025-09-08 16:28:57.858883,Shipped,1604.92,13.48,Credit Card,838 Shaffer Mall,010 Thomas Center,2025-09-08 16:28:57.858883,2025-09-09 16:28:57.858883
37000037,1000018,2025-08-16 16:28:57.858883,Delivered,3430.97,12.86,Credit Card,90500 Sawyer Canyon Apt. 168,9964 Molly Canyon,2025-08-16 16:28:57.858883,2025-08-16 16:28:57.858883
38000038,1000018,2025-08-30 16:28:57.858883,Delivered,3431.32,8.48,Debit Card,19940 John Crest,290 Andrew Dam,2025-08-30 16:28:57.858883,2025-08-30 16:28:57.858883
39000039,1000018,2025-09-07 16:28:57.858883,Shipped,5061.75,10.17,PayPal,18750 Johnathan Overpass,210 Sanchez River,2025-09-07 16:28:57.858883,2025-09-07 16:28:57.858883
40000040,1000018,2025-09-07 16:28:57.858883,Shipped,1205.38,17.74,Credit Card,13703 Joseph Radial Apt. 562,3746 Cook Branch,2025-09-07 16:28:57.858883,2025-09-07 16:28:57.858883
41000041,1000018,2025-08-25 16:28:57.858883,Delivered,1821.04,7.45,Credit Card,432 Haynes Dam,25833 Lewis Fields Suite 886,2025-08-25 16:28:57.858883,2025-08-26 16:28:57.858883
42000042,1000019,2025-09-06 16:28:57.858883,Delivered,1493.41,17.38,PayPal,6742 Clark Overpass Apt. 878,351 Wayne Greens Suite 092,2025-09-06 16:28:57.858883,2025-09-06 16:28:57.858883
43000043,1000020,2025-09-06 16:28:57.858883,Delivered,870.68,12.44,PayPal,391 Harris Flat,27854 Charles Rapids,2025-09-06 16:28:57.858883,2025-09-06 16:28:57.858883
44000044,1000020,2025-09-07 16:28:57.858883,Shipped,8143.84,8.27,Credit Card,26535 Jose Spring,0304 Whitaker Drives,2025-09-07 16:28:57.858883,2025-09-09 16:28:57.858883
45000045,1000020,2025-09-06 16:28:57.858883,Delivered,3964.98,7.53,PayPal,388 Robert Mountains Apt. 647,19544 Elizabeth Mountain Apt. 131,2025-09-06 16:28:57.858883,2025-09-07 16:28:57.858883
46000046,1000020,2025-09-06 16:28:57.858883,Delivered,907.49,5.65,PayPal,415 Monica Harbors,554 Mathis Manor Apt. 226,2025-09-06 16:28:57.858883,2025-09-06 16:28:57.858883
47000047,1000020,2025-09-06 16:28:57.858883,Delivered,2639.84,11.78,Credit Card,746 Haynes Spurs,13288 Hunter Village Suite 954,2025-09-06 16:28:57.858883,2025-09-07 16:28:57.858883
48000048,1000021,2025-08-29 16:28:57.858883,Delivered,864.69,13.01,PayPal,75474 William Shoal Suite 082,8685 Laura Roads Suite 490,2025-08-29 16:28:57.858883,2025-08-31 16:28:57.858883
49000049,1000021,2025-08-19 16:28:57.858883,Delivered,3153.36,12.49,Credit Card,3371 Henson Forge,9034 Jones Circle,2025-08-19 16:28:57.858883,2025-08-19 16:28:57.858883
50000050,1000021,2025-08-24 16:28:57.858883,Delivered,2179.58,6.38,Debit Card,374 Rogers Isle,858 Mary Shores,2025-08-24 16:28:57.858883,2025-08-24 16:28:57.858883
51000051,1000022,2025-09-10 16:28:57.858883,Processing,3112.8,14.42,PayPal,286 John Grove,4642 Edwin Village Suite 530,2025-09-10 16:28:57.858883,2025-09-10 16:28:57.858883
52000052,1000022,2025-08-26 16:28:57.858883,Delivered,2486.93,13.19,Debit Card,0458 Scott Landing Apt. 706,2365 Phillips Locks,2025-08-26 16:28:57.858883,2025-08-28 16:28:57.858883
53000053,1000022,2025-08-30 16:28:57.858883,Delivered,523.9,8.51,Debit Card,57788 Vaughn Plaza,41252 Rodriguez Village Suite 069,2025-08-30 16:28:57.858883,2025-08-30 16:28:57.858883
54000054,1000022,2025-08-16 16:28:57.858883,Delivered,4306.22,6.72,Debit Card,5090 Morgan Glen,805 Deborah Ranch,2025-08-16 16:28:57.858883,2025-08-17 16:28:57.858883
55000055,1000023,2025-08-31 16:28:57.858883,Delivered,5362.24,5.44,PayPal,19981 Anderson Vista,5546 Robert Fords Apt. 102,2025-08-31 16:28:57.858883,2025-09-02 16:28:57.858883
56000056,1000023,2025-08-26 16:28:57.858883,Delivered,3915.96,13.17,Debit Card,1686 John Road,07031 Phillip Point,2025-08-26 16:28:57.858883,2025-08-26 16:28:57.858883
57000057,1000024,2025-09-09 16:28:57.858883,Shipped,42.53,12.17,PayPal,180 Powell Plaza Suite 601,53298 Johnson Path,2025-09-09 16:28:57.858883,2025-09-10 16:28:57.858883
58000058,1000026,2025-09-06 16:28:57.858883,Delivered,412.75,18.5,Credit Card,209 Smith Flats Suite 107,30342 Luna Glens,2025-09-06 16:28:57.858883,2025-09-07 16:28:57.858883
59000059,1000026,2025-08-20 16:28:57.858883,Delivered,2789.21,5.03,Credit Card,90129 White Alley,919 Gilbert Junction Apt. 401,2025-08-20 16:28:57.858883,2025-08-20 16:28:57.858883
60000060,1000026,2025-08-23 16:28:57.858883,Delivered,602.54,17.61,Debit Card,33791 Thomas Square,204 Troy Heights Apt. 921,2025-08-23 16:28:57.858883,2025-08-24 16:28:57.858883
61000061,1000026,2025-09-03 16:28:57.858883,Delivered,1110.51,15.11,Debit Card,4015 Angela View,5120 Sloan Forge Suite 604,2025-09-03 16:28:57.858883,2025-09-05 16:28:57.858883
62000062,1000027,2025-09-09 16:28:57.858883,Shipped,2149.74,5.22,PayPal,640 Vargas Crest,243 Mcgee Rapids Suite 658,2025-09-09 16:28:57.858883,2025-09-09 16:28:57.858883
63000063,1000027,2025-09-09 16:28:57.858883,Shipped,2183.57,8.97,Debit Card,42135 Alexis Freeway Apt. 889,86005 Richard Circle,2025-09-09 16:28:57.858883,2025-09-09 16:28:57.858883
64000064,1000028,2025-08-31 16:28:57.858883,Delivered,2044.75,14.77,Credit Card,4612 Jordan Mall Apt. 055,56959 Gay Turnpike Apt. 181,2025-08-31 16:28:57.858883,2025-09-01 16:28:57.858883
65000065,1000029,2025-08-31 16:28:57.858883,Delivered,5467.46,10.97,Debit Card,285 Jerry Squares Suite 954,65295 Matthew Roads,2025-08-31 16:28:57.858883,2025-09-01 16:28:57.858883
66000066,1000030,2025-09-06 16:28:57.858883,Delivered,3389.47,11.45,Debit Card,119 Morales Drive,83907 Kramer Hill Apt. 349,2025-09-06 16:28:57.858883,2025-09-06 16:28:57.858883
67000067,1000031,2025-09-13 16:28:57.858883,Pending,1584.57,7.38,Credit Card,95562 Edward Burgs Apt. 331,781 Jennifer Square,2025-09-13 16:28:57.858883,2025-09-15 16:28:57.858883
68000068,1000031,2025-09-13 16:28:57.858883,Pending,6758.59,15.94,Debit Card,01042 Knight Island Suite 492,3513 Rodriguez Roads,2025-09-13 16:28:57.858883,2025-09-15 16:28:57.858883
69000069,1000031,2025-09-13 16:28:57.858883,Pending,1013.57,12.61,Debit Card,352 Kevin Parkway Apt. 361,2557 Amanda Ports,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883
70000070,1000033,2025-09-04 16:28:57.858883,Delivered,1632.56,18.24,Debit Card,2251 Renee Square Apt. 243,019 Jason Knolls Apt. 686,2025-09-04 16:28:57.858883,2025-09-06 16:28:57.858883
71000071,1000033,2025-09-11 16:28:57.858883,Processing,2386.87,14.71,Debit Card,48696 Wendy Circle,5282 Ronald Lodge Suite 325,2025-09-11 16:28:57.858883,2025-09-13 16:28:57.858883
72000072,1000033,2025-08-29 16:28:57.858883,Delivered,3060.88,11.87,PayPal,68234 Baker Pines Apt. 217,4637 Manuel Springs Suite 553,2025-08-29 16:28:57.858883,2025-08-29 16:28:57.858883
73000073,1000034,2025-09-02 16:28:57.858883,Delivered,1924.1,18.85,PayPal,4184 Anderson Rest Apt. 410,228 Anthony Inlet Suite 757,2025-09-02 16:28:57.858883,2025-09-03 16:28:57.858883
74000074,1000034,2025-08-30 16:28:57.858883,Delivered,1857.49,7.94,Credit Card,22700 David Fields,94949 Gene Mills,2025-08-30 16:28:57.858883,2025-09-01 16:28:57.858883
75000075,1000034,2025-08-30 16:28:57.858883,Delivered,426.19,9.12,Debit Card,09321 Barnes Way,1912 Scott Square Suite 201,2025-08-30 16:28:57.858883,2025-08-30 16:28:57.858883
76000076,1000035,2025-09-07 16:28:57.858883,Shipped,2588.06,14.42,Debit Card,679 Jennifer Garden,27855 Alex Meadow Suite 418,2025-09-07 16:28:57.858883,2025-09-08 16:28:57.858883
77000077,1000035,2025-09-07 16:28:57.858883,Shipped,6061.63,13.13,Debit Card,94424 Burgess Fork,605 Reed Extension Apt. 570,2025-09-07 16:28:57.858883,2025-09-08 16:28:57.858883
78000078,1000036,2025-08-22 16:28:57.858883,Delivered,2132.23,17.68,Debit Card,081 Teresa Hills Apt. 538,651 Gregory Islands,2025-08-22 16:28:57.858883,2025-08-24 16:28:57.858883
79000079,1000036,2025-09-07 16:28:57.858883,Shipped,5944.89,12.41,PayPal,22972 Rodriguez Skyway,63263 Christine Loaf Apt. 311,2025-09-07 16:28:57.858883,2025-09-09 16:28:57.858883
80000080,1000037,2025-09-08 16:28:57.858883,Shipped,2485.34,15.24,Debit Card,547 Finley Cliff Suite 469,5099 Amanda Turnpike Suite 974,2025-09-08 16:28:57.858883,2025-09-09 16:28:57.858883
81000081,1000038,2025-08-18 16:28:57.858883,Delivered,3806.71,5.45,Debit Card,680 Hodge Route,87539 Brandon Locks,2025-08-18 16:28:57.858883,2025-08-20 16:28:57.858883
82000082,1000038,2025-09-03 16:28:57.858883,Delivered,3293.65,15.28,Credit Card,99289 Lori Street,76123 Chelsea Landing Suite 914,2025-09-03 16:28:57.858883,2025-09-03 16:28:57.858883
83000083,1000039,2025-09-08 16:28:57.858883,Shipped,2289.71,18.5,PayPal,82369 Gregory Lights,2052 Judith Roads Suite 812,2025-09-08 16:28:57.858883,2025-09-09 16:28:57.858883
84000084,1000040,2025-09-05 16:28:57.858883,Delivered,2775.94,8.77,Debit Card,186 Harvey Centers,356 Maureen Freeway Suite 470,2025-09-05 16:28:57.858883,2025-09-06 16:28:57.858883
85000085,1000040,2025-09-07 16:28:57.858883,Shipped,3978.25,7.11,Debit Card,91474 Caldwell Pike Apt. 435,4482 Wolf Ville Apt. 041,2025-09-07 16:28:57.858883,2025-09-07 16:28:57.858883
86000086,1000040,2025-08-24 16:28:57.858883,Delivered,7628.2,19.27,PayPal,41278 Carter Prairie Apt. 587,531 Jones Fields,2025-08-24 16:28:57.858883,2025-08-25 16:28:57.858883
87000087,1000040,2025-08-23 16:28:57.858883,Delivered,3643.33,18.0,PayPal,0608 Barbara Crossroad,84965 Yates Mountains Suite 511,2025-08-23 16:28:57.858883,2025-08-23 16:28:57.858883
88000088,1000041,2025-09-05 16:28:57.858883,Delivered,2343.94,6.19,PayPal,682 Julia Mews,374 Thompson Cape Apt. 034,2025-09-05 16:28:57.858883,2025-09-05 16:28:57.858883
89000089,1000041,2025-08-27 16:28:57.858883,Delivered,1614.65,16.42,PayPal,446 Morgan Pine,69169 Larry Land,2025-08-27 16:28:57.858883,2025-08-28 16:28:57.858883
90000090,1000041,2025-09-08 16:28:57.858883,Shipped,3575.09,19.53,Debit Card,30996 Liu Village Suite 782,18525 James Fort Apt. 959,2025-09-08 16:28:57.858883,2025-09-08 16:28:57.858883
91000091,1000042,2025-09-03 16:28:57.858883,Delivered,5377.25,12.95,Debit Card,8602 Perkins Circle,3999 Michael Corners Apt. 103,2025-09-03 16:28:57.858883,2025-09-04 16:28:57.858883
92000092,1000042,2025-09-02 16:28:57.858883,Delivered,3834.6,10.49,PayPal,254 Amanda Springs Apt. 164,1626 Mercado Plaza,2025-09-02 16:28:57.858883,2025-09-04 16:28:57.858883
93000093,1000042,2025-09-03 16:28:57.858883,Delivered,1599.95,5.23,Debit Card,8841 Timothy Spring Apt. 010,8257 Lopez Spurs Apt. 484,2025-09-03 16:28:57.858883,2025-09-04 16:28:57.858883
94000094,1000042,2025-08-31 16:28:57.858883,Delivered,3161.08,8.93,Debit Card,1537 Sparks Passage Apt. 757,45567 Wright Roads,2025-08-31 16:28:57.858883,2025-08-31 16:28:57.858883
95000095,1000042,2025-08-31 16:28:57.858883,Delivered,1534.25,15.13,Credit Card,919 Green Orchard Apt. 692,76596 Kennedy Harbor,2025-08-31 16:28:57.858883,2025-09-01 16:28:57.858883
96000096,1000043,2025-08-25 16:28:57.858883,Delivered,143.84,12.26,Credit Card,6386 Deanna Radial Apt. 240,53428 Deleon Creek Apt. 359,2025-08-25 16:28:57.858883,2025-08-27 16:28:57.858883
97000097,1000043,2025-08-23 16:28:57.858883,Delivered,2538.72,15.57,PayPal,21669 Harris Mission,218 Jenna River,2025-08-23 16:28:57.858883,2025-08-23 16:28:57.858883
98000098,1000043,2025-09-11 16:28:57.858883,Processing,715.26,17.58,PayPal,882 Kristin Lock,4584 Heather Green,2025-09-11 16:28:57.858883,2025-09-11 16:28:57.858883
99000099,1000043,2025-09-03 16:28:57.858883,Delivered,3822.17,9.4,Credit Card,91923 Sean Bridge,17327 Evans Plains Suite 637,2025-09-03 16:28:57.858883,2025-09-03 16:28:57.858883
100000100,1000043,2025-08-23 16:28:57.858883,Delivered,615.97,7.6,Credit Card,556 Oneill Glens,26737 Ramos Port,2025-08-23 16:28:57.858883,2025-08-24 16:28:57.858883
101000101,1000044,2025-09-07 16:28:57.858883,Shipped,1157.65,15.92,Credit Card,52486 Hall Causeway Apt. 925,152 Wilson Grove Apt. 614,2025-09-07 16:28:57.858883,2025-09-08 16:28:57.858883
102000102,1000044,2025-09-07 16:28:57.858883,Shipped,1364.86,17.77,Debit Card,983 Andrew Burgs,38839 Victoria Mews,2025-09-07 16:28:57.858883,2025-09-08 16:28:57.858883
103000103,1000044,2025-09-07 16:28:57.858883,Shipped,2928.69,17.7,Credit Card,94852 Rebecca Locks,186 Ramirez Highway,2025-09-07 16:28:57.858883,2025-09-08 16:28:57.858883
104000104,1000044,2025-09-07 16:28:57.858883,Shipped,510.95,16.55,PayPal,92155 Nicole Forks,089 Dustin Views Suite 291,2025-09-07 16:28:57.858883,2025-09-07 16:28:57.858883
105000105,1000044,2025-09-07 16:28:57.858883,Shipped,50.64,10.74,Credit Card,84667 Lee Isle,4980 Smith Throughway,2025-09-07 16:28:57.858883,2025-09-09 16:28:57.858883
106000106,1000045,2025-08-26 16:28:57.858883,Delivered,2952.88,12.86,Debit Card,51155 Christopher Ferry,675 Stephanie Lakes Suite 626,2025-08-26 16:28:57.858883,2025-08-26 16:28:57.858883
107000107,1000045,2025-08-21 16:28:57.858883,Delivered,2755.05,12.17,Credit Card,7508 Sean Wall Apt. 984,1680 Scott Lake Suite 276,2025-08-21 16:28:57.858883,2025-08-21 16:28:57.858883
108000108,1000046,2025-08-23 16:28:57.858883,Delivered,2829.07,12.71,PayPal,336 Brian Brooks,540 Joshua Glens Suite 595,2025-08-23 16:28:57.858883,2025-08-25 16:28:57.858883
109000109,1000046,2025-08-23 16:28:57.858883,Delivered,999.1,18.69,PayPal,90464 Burns Viaduct Apt. 773,91159 Olivia Brooks Suite 596,2025-08-23 16:28:57.858883,2025-08-25 16:28:57.858883
110000110,1000046,2025-08-28 16:28:57.858883,Delivered,3943.97,11.23,PayPal,2215 Duarte Ford,17979 Teresa Fields,2025-08-28 16:28:57.858883,2025-08-28 16:28:57.858883
111000111,1000046,2025-09-09 16:28:57.858883,Shipped,5379.73,12.39,Debit Card,74984 Gonzales Highway Suite 349,0034 Michael Via Suite 146,2025-09-09 16:28:57.858883,2025-09-10 16:28:57.858883
112000112,1000047,2025-09-13 16:28:57.858883,Pending,5020.21,14.48,PayPal,301 Rodney Underpass,12397 Garcia Highway,2025-09-13 16:28:57.858883,2025-09-14 16:28:57.858883
113000113,1000047,2025-09-13 16:28:57.858883,Pending,4239.42,15.69,Debit Card,8929 Campbell Lights,3654 Martinez Expressway Suite 398,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883
114000114,1000047,2025-09-13 16:28:57.858883,Pending,635.95,19.37,Debit Card,01998 Wilson Locks Apt. 568,402 Dana Square Apt. 325,2025-09-13 16:28:57.858883,2025-09-14 16:28:57.858883
115000115,1000048,2025-09-06 16:28:57.858883,Delivered,2103.73,5.38,Credit Card,4835 Bethany Mall,99394 Collins Forks Suite 616,2025-09-06 16:28:57.858883,2025-09-07 16:28:57.858883
116000116,1000048,2025-09-06 16:28:57.858883,Delivered,3152.85,14.59,Debit Card,0901 Joseph Points Suite 772,54203 Dixon Trail Suite 057,2025-09-06 16:28:57.858883,2025-09-06 16:28:57.858883
117000117,1000048,2025-09-06 16:28:57.858883,Delivered,591.31,9.89,Credit Card,228 Denise Station,466 Scott Mountain Suite 246,2025-09-06 16:28:57.858883,2025-09-06 16:28:57.858883
118000118,1000049,2025-09-13 16:28:57.858883,Pending,6193.64,9.86,Debit Card,4955 Roberson Oval Suite 897,42849 James Vista Suite 264,2025-09-13 16:28:57.858883,2025-09-14 16:28:57.858883
119000119,1000049,2025-08-27 16:28:57.858883,Delivered,3209.68,16.07,Debit Card,214 Hoffman Extension Apt. 904,6382 Hunt Mills,2025-08-27 16:28:57.858883,2025-08-29 16:28:57.858883
120000120,1000050,2025-09-03 16:28:57.858883,Delivered,3264.55,10.75,Debit Card,242 Donna Springs,3607 Hamilton Springs Apt. 340,2025-09-03 16:28:57.858883,2025-09-04 16:28:57.858883
121000121,1000051,2025-09-09 16:28:57.858883,Shipped,913.95,12.49,PayPal,13432 Gross Inlet Apt. 159,5720 Nathaniel Meadow,2025-09-09 16:28:57.858883,2025-09-10 16:28:57.858883
122000122,1000051,2025-08-28 16:28:57.858883,Delivered,2275.5,14.56,PayPal,1570 Paul Coves,428 Turner Ridges,2025-08-28 16:28:57.858883,2025-08-30 16:28:57.858883
123000123,1000051,2025-08-31 16:28:57.858883,Delivered,3894.9,7.25,Debit Card,19891 Foster Parkways Apt. 477,7757 Gibson Orchard Suite 270,2025-08-31 16:28:57.858883,2025-09-02 16:28:57.858883
124000124,1000052,2025-09-08 16:28:57.858883,Shipped,1803.85,18.79,Credit Card,2752 Zoe Crossroad Suite 452,374 Theresa Garden,2025-09-08 16:28:57.858883,2025-09-10 16:28:57.858883
125000125,1000052,2025-09-07 16:28:57.858883,Shipped,3985.32,17.08,Credit Card,5508 Wallace Street Apt. 107,4546 Deborah Fall,2025-09-07 16:28:57.858883,2025-09-09 16:28:57.858883
126000126,1000054,2025-09-09 16:28:57.858883,Shipped,3484.1,7.86,Debit Card,7449 Johnson Cape,22329 Ferguson Stream Apt. 748,2025-09-09 16:28:57.858883,2025-09-09 16:28:57.858883
127000127,1000054,2025-09-09 16:28:57.858883,Shipped,718.33,9.57,Credit Card,65854 Washington Lakes,058 Benson Parkway Suite 602,2025-09-09 16:28:57.858883,2025-09-10 16:28:57.858883
128000128,1000055,2025-09-04 16:28:57.858883,Delivered,2663.43,5.12,PayPal,92492 Ballard Mill,0817 Brooks Ville Suite 556,2025-09-04 16:28:57.858883,2025-09-05 16:28:57.858883
129000129,1000055,2025-09-04 16:28:57.858883,Delivered,2547.29,7.4,Debit Card,8706 Zachary Mission Suite 819,4724 Bradshaw Cliffs Apt. 612,2025-09-04 16:28:57.858883,2025-09-05 16:28:57.858883
130000130,1000056,2025-09-11 16:28:57.858883,Processing,2114.79,5.36,PayPal,723 Hall Mountains,448 Dudley Lane Suite 354,2025-09-11 16:28:57.858883,2025-09-13 16:28:57.858883
131000131,1000057,2025-08-25 16:28:57.858883,Delivered,2732.07,6.31,PayPal,604 Anderson Ford Suite 530,3291 John Rue,2025-08-25 16:28:57.858883,2025-08-26 16:28:57.858883
132000132,1000057,2025-09-03 16:28:57.858883,Delivered,2975.36,8.91,PayPal,173 Schultz Row Apt. 858,033 Sue Rapid Apt. 579,2025-09-03 16:28:57.858883,2025-09-04 16:28:57.858883
133000133,1000058,2025-09-09 16:28:57.858883,Shipped,2184.22,10.68,Credit Card,83382 Sanchez Gateway Suite 389,47523 Nancy Cove,2025-09-09 16:28:57.858883,2025-09-11 16:28:57.858883
134000134,1000058,2025-09-11 16:28:57.858883,Processing,4739.07,12.66,PayPal,9473 Moore Isle,4517 Shane Corner,2025-09-11 16:28:57.858883,2025-09-12 16:28:57.858883
135000135,1000058,2025-08-29 16:28:57.858883,Delivered,1329.52,14.87,Credit Card,5101 Stout Extension Suite 381,33280 Jenkins Way,2025-08-29 16:28:57.858883,2025-08-30 16:28:57.858883
136000136,1000059,2025-09-12 16:28:57.858883,Pending,3518.19,13.24,Credit Card,16536 Jeff Center Apt. 382,244 Ortiz Square,2025-09-12 16:28:57.858883,2025-09-14 16:28:57.858883
