CUSTOMER_ID,EMAIL,FIRST_NAME,LAST_NAME,AGE,GENDER,ANNUAL_INCOME,MARITAL_STATUS,EDUCATION,LOCATION_TYPE,CITY,STATE,COUNTRY,SIGNUP_DATE,LAST_LOGIN,PREFERRED_CHANNEL,IS_ACTIVE,DATA_SOURCE,BATCH_ID,LOADED_AT
14,bsmith@example.com,Nathan,Johnson,27,F,76270,Divorced,PhD,Rural,Ortizfurt,Hawaii,USA,2024-11-27 00:00:00.000,2024-12-06T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
15,nolanandrew@example.net,Douglas,Houston,35,F,56249,Single,PhD,Suburban,Rodriguezstad,New Mexico,USA,2023-06-10 00:00:00.000,2023-07-10T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
17,rebecca19@example.net,Darlene,Simmons,44,M,33268,Widowed,Master,Suburban,Coreyshire,Massachusetts,USA,2024-09-11 00:00:00.000,2024-10-01T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
63,paige45@example.org,Meghan,Fleming,53,M,130713,Divorced,Some College,Rural,West Lori,Nevada,USA,2024-02-10 00:00:00.000,2024-02-19T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
18,webbkelli@example.com,Jeffrey,Ellis,57,M,28374,Single,Bachelor,Rural,Owenston,Missouri,USA,2024-01-25 00:00:00.000,2024-02-07T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
19,qnewton@example.net,David,Mason,48,M,15000,Divorced,PhD,Suburban,Adamsview,Wisconsin,USA,2023-04-17 00:00:00.000,2023-04-17T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
20,cherylwilson@example.net,Tracey,Baker,25,M,70905,Single,Some College,Rural,Angelashire,Vermont,USA,2024-07-08 00:00:00.000,2024-07-08T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
21,lisajordan@example.org,Craig,Schmidt,56,Other,70141,Single,Some College,Suburban,Port Christopher,Colorado,USA,2023-07-26 00:00:00.000,2023-07-28T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
22,allenfrank@example.com,Valerie,Wall,43,F,55966,Single,High School,Suburban,East Susan,New Jersey,USA,2024-07-31 00:00:00.000,2024-08-02T00:00:00.000,Mobile App,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
23,danielsims@example.org,Melissa,Fuller,22,F,43404,Widowed,PhD,Urban,Angelaville,Massachusetts,USA,2024-01-01 00:00:00.000,2024-01-11T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
24,ronaldkirby@example.net,Amber,Martinez,38,Other,96713,Single,Bachelor,Suburban,Marcusburgh,New Hampshire,USA,2023-05-13 00:00:00.000,2023-06-10T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
25,davislinda@example.com,Gabriel,Chambers,50,M,15000,Single,PhD,Suburban,South Laurenstad,Nebraska,USA,2024-05-29 00:00:00.000,2024-06-13T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
26,pmartinez@example.com,Hannah,Reyes,49,F,53447,Married,Some College,Rural,South Dianatown,Wisconsin,USA,2023-02-08 00:00:00.000,2023-02-22T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
27,kim83@example.com,Lisa,Lopez,34,Other,83350,Married,Some College,Rural,North Rebecca,Utah,USA,2023-04-06 00:00:00.000,2023-04-26T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
28,mark15@example.com,Carrie,Williams,60,Other,92938,Divorced,Master,Urban,Port Sarah,Massachusetts,USA,2023-06-14 00:00:00.000,2023-06-24T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
29,terri38@example.com,Courtney,Rivera,32,M,55723,Widowed,Some College,Urban,South Derek,South Carolina,USA,2024-03-17 00:00:00.000,2024-04-05T00:00:00.000,Email,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
31,jeremy38@example.net,Michelle,Gutierrez,37,F,59430,Single,Master,Suburban,Port Joshua,Washington,USA,2023-03-31 00:00:00.000,2023-04-05T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
30,xallen@example.org,Daniel,Kirby,49,Other,94266,Widowed,High School,Urban,Lucasside,Iowa,USA,2023-06-06 00:00:00.000,2023-06-10T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
32,williammiller@example.net,Barbara,Andrade,28,Other,29113,Divorced,Bachelor,Urban,East Mario,New Mexico,USA,2023-10-14 00:00:00.000,2023-10-16T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
61,vsmith@example.net,Audrey,Harper,56,M,37718,Married,Master,Rural,West Jessicaberg,Iowa,USA,2024-03-06 00:00:00.000,2024-03-18T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
33,jillianboyer@example.org,Nicole,Perez,57,F,105687,Widowed,Bachelor,Suburban,Port Aaron,North Dakota,USA,2024-04-16 00:00:00.000,2024-05-06T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
34,jennifernelson@example.net,Ariel,Townsend,43,F,95105,Single,Bachelor,Suburban,New Cheryl,Kansas,USA,2024-08-05 00:00:00.000,2024-08-17T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
35,haleyjoseph@example.org,Samantha,White,50,M,45646,Widowed,Bachelor,Rural,New David,Utah,USA,2024-11-27 00:00:00.000,2024-12-24T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
36,samantha28@example.net,Gregory,Jackson,50,M,111141,Widowed,PhD,Suburban,West Jason,Nebraska,USA,2024-01-18 00:00:00.000,2024-01-26T00:00:00.000,Email,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
37,taylorbrewer@example.org,George,Mayer,44,M,111939,Married,PhD,Urban,South Jeff,Maryland,USA,2024-10-21 00:00:00.000,2024-10-25T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
38,josephclark@example.org,Ashley,Pennington,18,Other,89657,Widowed,High School,Urban,Gordonberg,Montana,USA,2023-06-12 00:00:00.000,2023-06-24T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
39,melissarichardson@example.com,Kenneth,Garcia,46,F,56029,Widowed,PhD,Suburban,West Kevinborough,North Dakota,USA,2023-12-24 00:00:00.000,2023-12-27T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
40,gonzalezaaron@example.org,Kristin,Pugh,46,F,15000,Widowed,Some College,Suburban,Lake Nicholasview,Hawaii,USA,2023-04-21 00:00:00.000,2023-05-01T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
41,jessica77@example.com,Robert,Vaughn,41,F,75713,Married,Master,Urban,East Evelynfort,Kansas,USA,2024-09-10 00:00:00.000,2024-09-18T00:00:00.000,Mobile App,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
42,aking@example.org,Regina,Barrera,67,F,49451,Married,Some College,Suburban,East Stephanieland,North Carolina,USA,2023-06-09 00:00:00.000,2023-06-27T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
43,christinascott@example.com,Jill,Watson,32,M,49947,Divorced,Master,Suburban,Jaredshire,Arizona,USA,2024-01-25 00:00:00.000,2024-01-31T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
44,smithtammy@example.net,Joel,Gray,58,Other,74862,Widowed,Bachelor,Suburban,Port Brandiborough,Idaho,USA,2023-01-24 00:00:00.000,2023-02-13T00:00:00.000,Web,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
45,hschmidt@example.org,Kristin,Cox,37,F,80398,Widowed,High School,Suburban,Michaelfort,Illinois,USA,2023-03-12 00:00:00.000,2023-04-08T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
46,washingtonamanda@example.com,Ana,Hernandez,46,Other,94059,Married,Bachelor,Urban,Port Natashastad,Maryland,USA,2024-03-05 00:00:00.000,2024-03-31T00:00:00.000,Web,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
47,brownkyle@example.net,Alan,Anderson,34,F,55170,Divorced,Some College,Urban,North Nicholas,Tennessee,USA,2024-03-14 00:00:00.000,2024-03-25T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
48,ngarcia@example.net,Willie,Brooks,39,Other,21094,Married,Master,Suburban,Hansonfurt,Kentucky,USA,2024-07-02 00:00:00.000,2024-07-31T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
49,hwalsh@example.com,William,Cook,49,Other,72831,Married,High School,Rural,Dennisville,New Mexico,USA,2023-01-11 00:00:00.000,2023-02-01T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
50,sharongreen@example.org,Richard,Sullivan,45,Other,57962,Divorced,High School,Urban,Joshuaville,Missouri,USA,2023-11-28 00:00:00.000,2023-12-26T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
51,tyler89@example.com,Gabriel,Pitts,23,F,52380,Single,Master,Suburban,Campbellview,Maine,USA,2024-05-26 00:00:00.000,2024-06-11T00:00:00.000,Email,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
52,ericapace@example.net,Linda,Morrow,39,M,40931,Widowed,PhD,Urban,North Cindyville,Alabama,USA,2024-04-06 00:00:00.000,2024-04-07T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
53,christopherfields@example.com,Patricia,Logan,42,F,77121,Married,PhD,Suburban,Wheelerborough,Rhode Island,USA,2023-07-12 00:00:00.000,2023-07-18T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
54,shirleynelson@example.net,Diane,Calderon,73,Other,70237,Single,Bachelor,Suburban,Lake Courtney,Maine,USA,2023-07-15 00:00:00.000,2023-07-15T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
55,brownwilliam@example.org,Adam,Smith,48,M,62766,Widowed,Master,Suburban,Port Jamesfurt,Minnesota,USA,2024-05-29 00:00:00.000,2024-06-11T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
56,stanley43@example.com,Charles,Kelly,18,F,64204,Divorced,High School,Urban,South Katieville,Arkansas,USA,2024-07-09 00:00:00.000,2024-07-23T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
57,kerrjoy@example.org,Rachael,Smith,45,Other,138897,Married,PhD,Suburban,New William,Idaho,USA,2024-07-20 00:00:00.000,2024-08-01T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
58,josephkramer@example.com,Kristi,Drake,42,Other,74046,Widowed,Bachelor,Rural,Stevensonmouth,Maine,USA,2024-12-06 00:00:00.000,2024-12-25T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
59,karen93@example.com,Mark,Parker,44,M,29939,Single,PhD,Suburban,West Sierra,Ohio,USA,2023-04-17 00:00:00.000,2023-04-20T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
60,sampsonscott@example.com,Sara,Morales,62,Other,87557,Single,Master,Rural,West Tonyborough,Iowa,USA,2024-09-30 00:00:00.000,2024-10-18T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
62,marywarner@example.com,Nicole,Wilson,66,M,22944,Divorced,Master,Suburban,Anthonystad,New Jersey,USA,2024-04-25 00:00:00.000,2024-05-24T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
64,hernandezpaul@example.org,Jennifer,Mason,30,F,48011,Widowed,Some College,Urban,East Robertstad,Virginia,USA,2023-09-28 00:00:00.000,2023-10-26T00:00:00.000,Mobile App,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
78,ncarr@example.org,Drew,White,49,F,43569,Married,Some College,Suburban,Port Annafort,New Mexico,USA,2024-10-10 00:00:00.000,2024-10-10T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
66,kjones@example.net,Amanda,Rios,21,F,67056,Married,PhD,Suburban,Stacyfort,New Jersey,USA,2024-08-08 00:00:00.000,2024-08-14T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
67,sara16@example.com,Robert,Snyder,29,Other,79207,Widowed,Some College,Rural,East Amberview,Kansas,USA,2023-02-22 00:00:00.000,2023-03-06T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
68,phyllistownsend@example.net,Ricky,Foster,31,Other,111498,Married,Master,Urban,Samanthaburgh,Nebraska,USA,2023-11-22 00:00:00.000,2023-11-25T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
69,aramsey@example.com,Kelly,Stewart,33,M,55338,Widowed,Bachelor,Rural,South Donnatown,Massachusetts,USA,2024-05-31 00:00:00.000,2024-06-05T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
70,xchurch@example.net,Evan,Brown,57,M,28074,Widowed,High School,Rural,Adrienneside,Minnesota,USA,2023-04-06 00:00:00.000,2023-04-30T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
71,clewis@example.org,Laura,Davis,48,Other,104214,Single,PhD,Suburban,Joshualand,Maine,USA,2024-09-24 00:00:00.000,2024-09-24T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
72,ibrowning@example.net,Edward,Shah,20,Other,70539,Divorced,Some College,Urban,Port Andrea,Michigan,USA,2024-04-09 00:00:00.000,2024-04-29T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
73,lmckay@example.org,Daniel,Reed,48,M,88454,Widowed,Bachelor,Rural,Ramirezchester,Minnesota,USA,2024-07-02 00:00:00.000,2024-07-03T00:00:00.000,Mobile App,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
74,fhunt@example.net,Timothy,Riddle,26,Other,25386,Single,PhD,Urban,Jonathanville,Massachusetts,USA,2023-05-28 00:00:00.000,2023-05-31T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
75,baxtertanya@example.net,Dawn,Cooper,52,M,73909,Married,Bachelor,Suburban,Sarahfort,Iowa,USA,2023-05-06 00:00:00.000,2023-06-03T00:00:00.000,Web,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
76,cpeterson@example.net,David,Strickland,48,F,75393,Married,Master,Urban,West Bradley,Arkansas,USA,2024-05-21 00:00:00.000,2024-06-05T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
77,thernandez@example.net,Michael,Wallace,34,Other,71967,Single,Some College,Rural,Courtneytown,Wisconsin,USA,2024-05-13 00:00:00.000,2024-05-26T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
125,timothy60@example.org,Martin,Sellers,71,M,77149,Married,PhD,Rural,Markfurt,Utah,USA,2023-01-04 00:00:00.000,2023-01-23T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
80,salazarlauren@example.org,Jason,Munoz,27,Other,84696,Single,Some College,Rural,Jasonhaven,Nebraska,USA,2024-09-06 00:00:00.000,2024-09-29T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
97,wrodriguez@example.com,John,Romero,48,Other,27627,Divorced,PhD,Suburban,Audreyfort,California,USA,2023-06-25 00:00:00.000,2023-07-02T00:00:00.000,Email,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
81,daleoconnor@example.com,Jason,Bradley,30,Other,88612,Single,PhD,Urban,Watsonborough,Tennessee,USA,2023-07-17 00:00:00.000,2023-08-02T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
82,maldonadodarin@example.org,John,Morris,62,F,40379,Single,Some College,Urban,Stephanieview,New York,USA,2023-08-10 00:00:00.000,2023-08-20T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
83,dmoore@example.net,Larry,Cook,59,M,77383,Divorced,Bachelor,Suburban,North Sara,Oregon,USA,2024-12-09 00:00:00.000,2024-12-15T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
84,randy68@example.com,Stephen,Douglas,57,Other,121903,Divorced,Master,Rural,Morganstad,Tennessee,USA,2024-07-18 00:00:00.000,2024-08-12T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
85,victor78@example.org,John,Osborne,41,M,42387,Divorced,Some College,Urban,Angelmouth,Michigan,USA,2024-02-14 00:00:00.000,2024-03-06T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
86,anthony52@example.org,Dustin,Andersen,31,M,40525,Divorced,Some College,Urban,Taylorville,Oklahoma,USA,2024-02-07 00:00:00.000,2024-03-08T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
87,adrianbarnes@example.com,Bradley,Williamson,43,F,75234,Divorced,Bachelor,Rural,North James,New Mexico,USA,2024-04-01 00:00:00.000,2024-04-04T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
88,tylermoreno@example.org,Jeremy,Swanson,49,Other,89815,Divorced,Bachelor,Rural,West Walter,Wyoming,USA,2023-07-24 00:00:00.000,2023-08-19T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
89,ycox@example.com,Richard,Orr,45,Other,108606,Divorced,PhD,Suburban,West Rachel,New Mexico,USA,2023-02-04 00:00:00.000,2023-02-13T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
90,christopher53@example.net,Lauren,Franco,41,Other,146605,Divorced,Master,Urban,New Gregorytown,New Mexico,USA,2024-10-22 00:00:00.000,2024-10-25T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
91,theresa61@example.com,Kara,Cook,54,M,39285,Divorced,Some College,Urban,Dalemouth,Nebraska,USA,2024-03-15 00:00:00.000,2024-03-21T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
92,melissa60@example.net,Jose,Lucas,28,F,79474,Single,High School,Suburban,Lake Tammyberg,Wyoming,USA,2023-05-29 00:00:00.000,2023-06-20T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
79,ubennett@example.com,Kara,Crosby,72,Other,79214,Single,High School,Suburban,Pamelamouth,Arkansas,USA,2024-10-08 00:00:00.000,2024-10-19T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
65,kevinwilliams@example.org,Brittany,Marsh,46,M,49895,Divorced,PhD,Rural,Lake Edward,Louisiana,USA,2023-01-27 00:00:00.000,2023-02-15T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
93,teresa65@example.com,Kim,Gibson,41,F,86420,Divorced,Some College,Rural,South Edwardville,Nebraska,USA,2023-08-07 00:00:00.000,2023-08-09T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
94,wonggregory@example.net,Julie,Nelson,52,Other,62815,Married,High School,Rural,New Timothy,Pennsylvania,USA,2023-08-06 00:00:00.000,2023-08-14T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
95,jennifer71@example.com,Brian,Macias,32,M,19554,Widowed,Master,Suburban,Lake Susanberg,West Virginia,USA,2024-11-18 00:00:00.000,2024-12-14T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
98,sbell@example.com,Pamela,Shepard,47,Other,76559,Single,Master,Suburban,East Angela,Texas,USA,2023-01-19 00:00:00.000,2023-01-23T00:00:00.000,Mobile App,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
99,fishervincent@example.net,Jennifer,Cisneros,31,Other,69611,Single,Bachelor,Rural,Sandersside,New Hampshire,USA,2024-06-30 00:00:00.000,2024-06-30T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
