customer_id,email,first_name,last_name,age,gender,annual_income,marital_status,education,location_type,city,state,country,signup_date,last_login,preferred_channel,is_active
119,sgarcia@example.com,Noah,Coleman,18,M,70593,Widowed,Master,Urban,Wallshire,Colorado,USA,2023-04-11,2023-04-20,Web,True
120,hnunez@example.org,Darrell,Holmes,35,F,90573,Widowed,PhD,Suburban,Sharpberg,Utah,USA,2024-08-31,2024-09-03,Email,False
121,jkeith@example.org,Michelle,Foster,33,M,61557,Married,High School,Urban,Bryanttown,South Carolina,USA,2023-09-12,2023-10-10,Web,True
122,breanna82@example.net,Stephanie,Lawrence,52,M,90972,Single,Bachelor,Urban,Debraview,Virginia,USA,2023-09-02,2023-09-30,Email,True
123,williamdavis@example.org,William,Pitts,26,F,54964,Widowed,High School,Urban,Alexanderside,Nebraska,USA,2024-02-19,2024-03-13,Email,True
124,tsmith@example.com,Carlos,Dyer,37,M,45400,Married,Bachelor,Rural,Stephenfurt,Texas,USA,2023-07-30,2023-08-08,Email,True
125,timothy60@example.org,Martin,Sellers,71,M,77149,Married,PhD,Rural,Markfurt,Utah,USA,2023-01-04,2023-01-23,Mobile App,True
126,davisthomas@example.com,Michael,Thompson,26,M,92535,Married,Bachelor,Rural,New Calebport,Arizona,USA,2024-12-05,2024-12-07,Web,True
127,sandragarcia@example.com,Joseph,Nicholson,76,M,95973,Single,Master,Suburban,North Mariamouth,Kansas,USA,2024-04-11,2024-04-21,Web,True
128,vdelgado@example.com,Danielle,Davila,22,M,50472,Married,High School,Rural,Joshuaberg,California,USA,2023-09-28,2023-10-09,Mobile App,True
129,lporter@example.com,Debra,Cherry,64,M,43769,Widowed,High School,Urban,Port Brittany,Wyoming,USA,2024-05-15,2024-06-10,Web,True
130,johnskinner@example.com,Gerald,Sosa,51,M,88239,Married,Some College,Urban,Richardsonbury,Indiana,USA,2023-10-25,2023-10-28,Mobile App,True
131,mackchristian@example.org,Adrian,Gay,31,F,63214,Widowed,Bachelor,Rural,New Lauren,New Hampshire,USA,2023-12-10,2023-12-18,Email,True
132,mathew12@example.net,Jesus,Brown,18,F,34268,Single,Bachelor,Suburban,Kaylaburgh,Wisconsin,USA,2024-01-09,2024-01-31,Mobile App,True
133,rsmith@example.org,Micheal,Walker,41,Other,27566,Widowed,High School,Suburban,North Robertofurt,Michigan,USA,2024-11-10,2024-12-01,Email,True
134,dgarcia@example.com,Mary,Leon,69,M,22095,Widowed,Some College,Rural,Stephenville,Pennsylvania,USA,2023-01-22,2023-01-26,Mobile App,True
135,kathymejia@example.org,Julia,Ellis,38,Other,68922,Widowed,Bachelor,Urban,Jasmineside,Maine,USA,2023-09-08,2023-10-01,Web,True
136,brittany90@example.net,Benjamin,Andrews,66,Other,21924,Single,Bachelor,Rural,Port Kara,Delaware,USA,2024-01-22,2024-02-12,Email,True
137,ucarrillo@example.net,Sarah,Smith,62,Other,65306,Married,Bachelor,Rural,Fisherview,Utah,USA,2024-04-05,2024-04-16,Mobile App,True
138,hernandezjessica@example.net,Allison,Carson,30,F,78863,Divorced,Some College,Urban,West Laurenview,Hawaii,USA,2024-03-03,2024-03-21,Email,True
139,patrick46@example.net,Jeffery,Villa,47,M,46993,Widowed,Master,Rural,Kennedyton,Maryland,USA,2024-09-19,2024-10-19,Mobile App,True
140,rodgersamy@example.com,William,Miller,46,F,53440,Married,Master,Rural,Schaefermouth,Washington,USA,2023-01-09,2023-01-13,Email,True
141,wrightscott@example.net,Anthony,Sexton,46,Other,84863,Married,Bachelor,Suburban,Wrightshire,New York,USA,2024-09-30,2024-10-09,Web,True
142,james44@example.com,Martin,Stevens,68,F,27865,Single,Some College,Suburban,West Jamie,Oregon,USA,2023-01-16,2023-02-11,Email,True
143,nancy84@example.com,Anne,Waller,76,F,15000,Single,Master,Suburban,Port Jasonton,Louisiana,USA,2024-05-15,2024-06-05,Web,False
144,julia40@example.org,Nicole,Alvarez,42,F,82649,Divorced,PhD,Rural,Dukeside,Oklahoma,USA,2023-05-22,2023-06-21,Email,True
145,terrylopez@example.com,Joshua,Reyes,49,Other,46319,Divorced,Some College,Rural,Schultzmouth,Tennessee,USA,2023-03-30,2023-04-05,Mobile App,True
146,delacruzann@example.com,Daniel,Hess,41,F,50209,Married,High School,Suburban,Michaelberg,Wyoming,USA,2023-03-24,2023-04-22,Mobile App,True
147,andrewsfrances@example.com,Joseph,Barber,36,Other,90488,Widowed,Master,Suburban,Josephfurt,Massachusetts,USA,2024-11-25,2024-12-25,Web,True
148,vparker@example.com,Ricky,Evans,50,Other,44212,Divorced,Some College,Rural,Deannaborough,Missouri,USA,2023-11-06,2023-11-19,Email,True
149,john26@example.com,Bradley,Riggs,58,M,74218,Married,Bachelor,Urban,Lake Samuel,Hawaii,USA,2024-08-15,2024-08-28,Email,True
150,aaronvargas@example.org,Jessica,Williams,57,M,83888,Divorced,PhD,Rural,Brandytown,Delaware,USA,2023-11-09,2023-11-23,Email,True
151,hjohnson@example.net,Kelsey,Kennedy,32,M,48194,Married,PhD,Suburban,Port Latashaland,New York,USA,2024-03-23,2024-04-14,Mobile App,True
152,tiffany79@example.org,Bryan,Pruitt,56,Other,83311,Divorced,Master,Suburban,Kimstad,South Dakota,USA,2024-12-02,2024-12-15,Mobile App,True
153,jamie91@example.net,Craig,Brooks,44,F,68519,Single,PhD,Urban,Stephensonport,Massachusetts,USA,2024-02-25,2024-03-26,Mobile App,False
154,kelsey93@example.net,Danielle,Hood,64,Other,47252,Divorced,Some College,Rural,Jeanetteberg,New York,USA,2023-05-24,2023-06-09,Mobile App,True
155,gilbertjason@example.net,Chad,Curtis,53,Other,58934,Divorced,High School,Suburban,East Bethany,Utah,USA,2024-07-10,2024-07-14,Mobile App,True
156,lbaker@example.com,Dalton,Alexander,41,Other,97963,Widowed,High School,Urban,Antoniohaven,Hawaii,USA,2024-04-18,2024-04-19,Mobile App,True
157,hallaustin@example.org,Sabrina,Carrillo,57,M,89405,Divorced,PhD,Urban,Reeseburgh,Maryland,USA,2024-10-27,2024-11-22,Mobile App,True
158,uwilliams@example.com,Jennifer,Jones,64,F,65630,Single,High School,Rural,New Katie,Nebraska,USA,2024-12-08,2024-12-26,Email,True
159,curtisdavid@example.net,Deborah,Graham,55,Other,55691,Married,PhD,Urban,Port Deborah,Utah,USA,2023-02-24,2023-03-13,Email,True
160,warddawn@example.org,Heather,Hughes,49,M,61095,Married,Bachelor,Rural,New Kimberly,Oklahoma,USA,2023-05-20,2023-05-29,Email,True
161,wolfejames@example.net,Ana,Huffman,46,F,82854,Married,High School,Urban,South Gerald,West Virginia,USA,2023-01-07,2023-01-07,Web,True
162,ycooke@example.net,Jason,Gomez,32,Other,127771,Single,Some College,Urban,Port Ryan,Rhode Island,USA,2023-05-04,2023-05-07,Mobile App,False
163,nreyes@example.org,Ryan,Beard,29,F,28574,Widowed,High School,Urban,Amandabury,South Carolina,USA,2024-06-01,2024-06-10,Mobile App,True
164,robersonpaul@example.org,Jared,Villegas,62,M,88749,Divorced,PhD,Rural,Garyberg,Utah,USA,2023-07-08,2023-07-22,Email,True
165,patriciabarnes@example.com,Melinda,Gillespie,54,M,83850,Single,Some College,Urban,Jonathanborough,Mississippi,USA,2024-03-18,2024-04-13,Email,True
166,robertsonjennifer@example.org,Richard,Luna,44,Other,38082,Married,Master,Suburban,North Christopherhaven,Nebraska,USA,2023-06-24,2023-07-03,Mobile App,True
167,hjones@example.net,Christina,Hubbard,46,F,44685,Divorced,Bachelor,Suburban,Michelleberg,Idaho,USA,2024-08-25,2024-09-06,Email,True
168,zhall@example.org,Mariah,Sanders,59,F,60588,Widowed,Some College,Urban,East Robert,Louisiana,USA,2024-04-20,2024-04-29,Mobile App,True
169,smithdawn@example.org,Leslie,Holloway,32,M,55358,Divorced,High School,Rural,Lake Michael,Nevada,USA,2024-02-03,2024-02-23,Email,True
170,cameron28@example.net,Sergio,Valentine,51,F,48088,Married,Master,Rural,Karenshire,Tennessee,USA,2023-02-13,2023-02-27,Mobile App,False
171,gonzalesjanet@example.org,Lori,Haney,32,F,72310,Married,Bachelor,Rural,West Shelbyfort,Washington,USA,2023-06-12,2023-06-28,Mobile App,True
172,amywhite@example.com,Darren,Ruiz,48,Other,49791,Married,Bachelor,Rural,West Tiffany,Michigan,USA,2023-06-28,2023-07-21,Email,True
173,albert26@example.com,Kimberly,Henry,37,F,71961,Divorced,Master,Urban,Kimberlyberg,West Virginia,USA,2023-05-24,2023-06-22,Email,True
174,mherrera@example.org,Christopher,Santos,23,Other,22776,Married,PhD,Rural,Melissafurt,South Carolina,USA,2024-04-28,2024-05-27,Email,True
175,flowersjulie@example.net,Sophia,Conley,34,F,58596,Married,Bachelor,Rural,Johnsonchester,New Hampshire,USA,2024-06-22,2024-07-22,Email,True
176,randydennis@example.com,Derrick,Herrera,49,F,109260,Single,High School,Urban,Port James,New York,USA,2024-09-24,2024-10-21,Email,True
177,jamiemurphy@example.org,Elizabeth,Dunn,57,Other,60201,Single,Master,Rural,West Michaelburgh,Mississippi,USA,2023-04-09,2023-04-24,Mobile App,True
178,hmurphy@example.org,George,Hubbard,44,M,34924,Married,Master,Suburban,New Nathaniel,New Hampshire,USA,2023-08-31,2023-09-29,Web,False
179,watsonpenny@example.com,Reginald,Jacobson,44,M,56340,Single,High School,Suburban,Johnsonmouth,Pennsylvania,USA,2023-09-14,2023-10-08,Mobile App,True
180,tina55@example.org,Randy,Carroll,49,M,40183,Divorced,High School,Rural,North Victoria,New York,USA,2023-01-31,2023-02-14,Mobile App,True
181,hamptoncarrie@example.org,Kevin,Hopkins,52,Other,110982,Married,Some College,Suburban,Richport,North Carolina,USA,2024-10-14,2024-10-29,Mobile App,True
